DATE,CO_MIN,CO_MAX,CO_MEAN,PM10_MIN,PM10_MAX,PM10_MEAN,TMIN_IAC,TMAX_IAC,TMIN_VC,TMAX_VC,AVGPRESSURE_VC,HMIN_VC,HMAX_VC,TMEAN_CP,TMIN_CP,TMAX_CP,AVGPRESSURE_CP,HMIN_CP,HMAX_CP,HMEAN_CP,all_under_20_female,all_under_20_male,all_20_to_65_female,all_20_to_65_male,all_over_65_female,all_over_65_male,chd_20_to_65_female,chd_20_to_65_male,chd_over_65_female,chd_over_65_male,mi_20_to_65_female,mi_20_to_65_male,mi_over_65_female,mi_over_65_male,avc_20_to_65_female,avc_20_to_65_male,avc_over_65_female,avc_over_65_male,chd_M,chd_F,mi_M,mi_F,avc_M,avc_F,all_M,all_F,all_under_20,all_20_to_65,all_over_65,chd_20_to_65,chd_over_65,mi_20_to_65,mi_over_65,avc_20_to_65,avc_over_65,all_chd,all_mi,all_avc,all,all_white,all_brown,all_black,all_white_M,all_brown_M,all_black_M,all_white_F,all_brown_F,all_black_F,chd_white,chd_brown,chd_black,chd_white_M,chd_brown_M,chd_black_M,chd_white_F,chd_brown_F,chd_black_F,mi_white,mi_brown,mi_black,mi_white_M,mi_brown_M,mi_black_M,mi_white_F,mi_brown_F,mi_black_F,avc_white,avc_brown,avc_black,avc_white_M,avc_brown_M,avc_black_M,avc_white_F,avc_brown_F,avc_black_F
2005-10-05,0.6,2.5,1.5956521739130436,18.0,92.0,40.75,20.4,26.4,20.8,24.8,938.08,66.0,91.0,22.685,20.26,26.94,944.7569444444445,63.56,100.0,85.72951388888889,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,4,1,0,0,0,0,1,0,0,0,1,5,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-10-06,0.8,2.5,1.7086956521739125,16.0,60.0,36.708333333333336,19.4,28.6,19.2,27.8,942.3384615384616,56.0,100.0,22.921736111111112,19.37,29.06,948.375,64.46,100.0,86.57652777777778,0,0,0,0,3,2,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,2,2,0,2,3,0,0,5,0,2,0,2,0,2,2,2,2,5,4,1,0,1,1,0,3,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0
2005-10-07,0.6,3.2,1.7826086956521745,6.0,43.0,24.25,18.6,32.4,18.6,31.3,942.952,48.0,100.0,23.464444444444446,18.97,34.25,949.0347222222222,45.79,100.0,86.01145833333334,0,0,0,3,3,3,0,2,1,2,0,2,1,0,0,0,0,0,4,1,2,1,0,0,6,3,0,3,6,2,3,2,1,0,0,5,3,0,9,7,0,1,4,0,1,3,0,0,4,0,0,3,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-10-08,1.0,2.2,1.5521739130434782,6.0,71.0,28.375,19.4,32.8,20.0,32.0,942.6333333333332,39.0,97.0,26.84722222222222,20.49,34.0,947.3958333333334,43.0,100.0,71.32263888888889,0,0,1,2,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,3,5,0,3,5,0,0,0,0,3,0,0,0,3,8,7,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1
2005-10-09,0.8,1.5,1.1086956521739133,12.0,58.0,28.25,20.8,32.4,20.7,31.8,941.1083333333332,39.0,92.0,25.764236111111114,20.63,34.24,945.9513888888889,41.09,99.1,72.91458333333334,0,0,2,1,2,2,1,0,1,1,1,0,1,1,1,0,0,1,1,2,1,2,1,1,3,4,0,3,4,1,2,1,2,1,1,3,3,2,7,7,0,0,3,0,0,4,0,0,3,0,0,1,0,0,2,0,0,3,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0
2005-10-10,0.4,2.6,1.3652173913043475,4.0,85.0,29.791666666666668,19.4,32.2,18.6,31.2,939.8708333333332,46.0,89.0,24.66340277777778,18.97,33.82,944.8958333333334,44.03,93.3,74.76597222222222,0,0,0,2,3,2,0,0,2,2,0,0,1,2,0,1,0,0,2,2,2,1,1,0,4,3,0,2,5,0,4,0,3,1,0,4,3,1,7,6,0,1,4,0,0,2,0,1,3,0,1,2,0,0,1,0,1,2,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2005-10-11,0.4,3.1,1.5000000000000002,9.0,104.0,39.91666666666666,18.0,33.4,17.3,32.7,938.75,39.0,96.0,25.525625,17.74,34.64,943.7708333333334,39.65,100.0,74.61277777777778,0,0,0,0,2,2,0,0,1,2,0,0,1,2,0,0,0,0,2,1,2,1,0,0,2,2,0,0,4,0,3,0,3,0,0,3,3,0,4,2,2,0,0,2,0,2,0,0,1,2,0,0,2,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-10-12,0.6,1.5,0.9347826086956522,5.0,87.0,30.08333333333333,19.6,34.4,19.9,33.5,938.5625,27.0,96.0,26.821180555555557,19.68,35.75,943.1458333333334,30.55,100.0,66.88069444444444,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,1,4,0,1,0,1,0,0,1,1,0,5,4,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-13,0.4,2.9,1.5217391304347825,17.0,57.0,36.16666666666666,18.4,35.2,19.8,34.7,937.2083333333334,21.0,89.0,27.985625,18.21,36.55,941.375,21.61,93.8,52.52527777777778,0,0,1,2,3,3,0,0,1,2,0,0,1,2,0,2,0,0,2,1,2,1,2,0,5,4,0,3,6,0,3,0,3,2,0,3,3,2,9,7,2,0,4,1,0,3,1,0,1,2,0,1,1,0,0,1,0,1,2,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0
2005-10-14,0.7,3.0,1.5608695652173912,30.0,65.0,44.875,20.8,33.8,19.1,32.3,937.77,37.0,95.0,24.659583333333334,18.42,35.45,942.8263888888889,37.6,100.0,70.22416666666668,1,0,1,0,4,5,0,0,2,2,0,0,1,1,0,0,1,0,2,2,1,1,0,1,5,6,1,1,9,0,4,0,2,0,1,4,2,1,11,9,2,0,4,1,0,5,1,0,3,1,0,1,1,0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2005-10-15,0.7,2.0,1.4,7.0,36.0,20.291666666666668,18.8,28.6,19.6,26.5,939.8208333333332,64.0,96.0,22.309166666666666,18.75,28.58,945.7777777777778,63.99,100.0,86.92020833333333,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,1,0,1,0,0,0,1,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-16,0.8,1.8,1.1619047619047618,6.0,44.0,27.59090909090909,19.6,31.4,19.5,30.0,938.5083333333332,51.0,90.0,24.768194444444443,19.48,32.15,943.7013888888889,48.47,95.7,78.843125,0,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,0,2,1,1,1,1,1,0,0,2,2,0,3,3,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-10-17,0.7,2.8,1.4391304347826088,14.0,61.0,33.541666666666664,20.6,29.6,20.2,29.0,937.8,48.0,93.0,25.141875,20.54,30.04,943.1527777777778,48.39,98.8,76.20201388888889,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,2,2,1,0,1,0,0,0,1,1,0,4,3,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-10-18,0.6,2.4,1.334782608695652,8.0,51.0,24.291666666666668,19.6,24.2,16.1,22.7,939.95,77.0,98.0,20.890625,16.21,24.94,946.8888888888889,76.1,100.0,90.9673611111111,0,0,0,1,2,2,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,3,2,0,1,4,1,1,1,1,0,0,2,2,0,5,5,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-19,0.5,2.3,1.3,0.0,45.0,21.45833333333333,16.4,21.0,15.9,20.4,943.0541666666668,74.0,95.0,18.533125,16.16,20.98,951.1666666666666,83.0,98.7,92.14722222222223,0,0,0,3,4,1,0,3,1,0,0,3,1,0,0,0,0,1,3,1,3,1,1,0,4,4,0,3,5,3,1,3,1,0,1,4,4,1,8,6,1,1,2,1,1,4,0,0,2,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
2005-10-20,0.2,2.5,1.3391304347826087,2.0,63.0,30.25,17.0,29.0,17.3,27.2,940.8958333333334,53.0,90.0,22.966527777777777,17.05,29.63,947.1111111111111,55.19,98.0,78.60826388888889,0,0,1,2,5,2,1,2,2,0,1,2,1,0,0,0,0,0,2,3,2,2,0,0,4,6,0,3,7,3,2,3,1,0,0,5,4,0,10,9,1,0,3,1,0,6,0,0,5,0,0,2,0,0,3,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2005-10-21,0.6,1.9,1.3347826086956522,9.0,96.0,35.75,18.2,31.2,18.0,30.8,938.1962962962964,40.0,99.0,24.740555555555556,17.57,32.58,943.7222222222222,43.0,100.0,76.13166666666666,0,0,2,3,3,0,1,3,1,0,1,2,1,0,0,0,0,0,3,2,2,2,0,0,3,5,0,5,3,4,1,3,1,0,0,5,4,0,8,4,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2005-10-22,0.7,2.5,1.4130434782608696,7.0,33.0,22.75,19.4,26.0,18.4,25.2,937.996153846154,67.0,100.0,21.59777777777778,17.53,26.65,944.6111111111111,70.8,100.0,91.35069444444444,0,0,0,3,2,0,0,1,2,0,0,1,2,0,0,0,0,0,1,2,1,2,0,0,3,2,0,3,2,1,2,1,2,0,0,3,3,0,5,4,0,1,2,0,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2005-10-23,0.6,1.6,1.1652173913043478,0.0,31.0,14.125,18.0,27.8,18.4,26.3,939.4208333333332,62.0,100.0,21.334444444444443,17.12,28.42,946.0416666666666,56.88,100.0,88.03777777777778,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,1,3,1,0,1,0,0,0,1,1,0,4,3,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-24,0.3,3.2,1.5739130434782609,4.0,86.0,23.416666666666668,18.4,30.6,18.1,27.9,939.328,60.0,92.0,24.11625,18.39,31.46,944.6944444444445,52.36,95.0,80.32277777777777,0,0,2,1,3,3,2,0,3,0,2,0,3,0,0,1,0,2,0,5,0,5,3,0,4,5,0,3,6,2,3,2,3,1,2,5,5,3,9,4,3,1,1,2,1,3,1,0,3,1,0,0,0,0,3,1,0,3,1,0,0,0,0,3,1,0,0,2,1,0,2,1,0,0,0
2005-10-25,0.5,2.0,1.382608695652174,0.0,209.0,38.66666666666666,19.8,30.4,19.5,29.3,938.5583333333332,53.0,95.0,24.84847222222222,19.04,30.93,943.9791666666666,57.26,100.0,79.26180555555555,0,0,3,2,2,2,1,2,0,2,0,2,0,1,0,0,1,0,4,1,3,0,0,1,4,5,0,5,4,3,2,2,1,0,1,5,3,1,9,9,0,0,4,0,0,5,0,0,5,0,0,4,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-10-26,0.6,2.2,1.4260869565217391,12.0,67.0,33.208333333333336,20.2,31.6,20.4,30.4,938.0846153846154,49.0,95.0,23.2475,18.84,32.58,944.0833333333334,53.67,100.0,87.78993055555556,0,0,0,3,1,2,0,2,0,2,0,2,0,0,0,1,1,0,4,0,2,0,1,1,5,1,0,3,3,2,2,2,0,1,1,4,2,2,6,4,1,1,3,1,1,1,0,0,3,0,1,3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
2005-10-27,0.7,2.9,1.547826086956522,10.0,45.0,25.541666666666668,20.0,31.6,19.6,30.7,937.5333333333332,49.0,99.0,25.176875,19.92,32.47,942.6597222222222,53.69,100.0,81.82923611111111,0,0,0,5,6,5,0,0,2,2,0,0,2,1,0,1,1,0,2,2,1,2,1,1,10,6,0,5,11,0,4,0,3,1,1,4,3,2,16,9,3,1,5,3,1,4,0,0,3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
2005-10-28,0.7,3.1,1.6695652173913047,12.0,86.0,33.375,21.0,32.2,20.2,30.6,934.85625,52.0,100.0,23.395416666666666,19.83,32.28,940.4097222222222,53.22,100.0,91.50694444444444,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-29,0.6,1.9,1.282608695652174,7.0,35.0,20.166666666666668,18.6,23.8,18.1,22.9,936.85,75.0,100.0,20.43027777777778,18.17,23.97,944.2152777777778,81.2,100.0,94.66597222222222,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,2,2,0,1,3,1,1,0,1,0,1,2,1,1,4,3,1,0,1,1,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2005-10-30,0.6,1.2,0.943478260869565,1.0,21.0,10.208333333333334,17.8,24.2,17.4,22.3,939.45,72.0,89.0,19.921041666666667,17.56,23.92,946.8958333333334,75.5,92.6,85.74097222222223,0,0,0,0,3,2,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,2,3,0,0,5,0,2,0,2,0,1,2,2,1,5,4,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-10-31,0.2,2.1,1.186956521739131,2.0,44.0,16.0,16.8,25.4,17.1,24.3,939.876,59.0,100.0,20.39513888888889,16.49,26.48,947.0416666666666,64.55,100.0,85.05555555555556,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,3,1,0,2,2,1,1,1,1,0,0,2,2,0,4,2,0,2,2,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-01,0.3,2.2,1.2478260869565216,2.0,35.0,17.291666666666668,16.4,25.4,16.4,22.8,942.5666666666668,61.0,88.0,19.480555555555554,16.33,25.45,949.6388888888889,63.21,95.2,81.76854166666666,0,0,1,2,2,2,1,2,1,1,1,2,1,1,0,0,0,1,3,2,3,2,1,0,4,3,0,3,4,3,2,3,2,0,1,5,5,1,7,5,2,0,3,1,0,2,1,0,3,2,0,2,1,0,1,1,0,3,2,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2005-11-02,0.3,1.5,0.8608695652173913,0.0,45.0,12.916666666666666,16.4,28.2,16.1,26.4,942.6,57.0,89.0,20.771597222222223,16.25,29.12,949.4027777777778,58.15,95.4,81.71562499999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2005-11-03,0.3,2.6,1.391304347826087,3.0,51.0,19.541666666666668,17.6,28.6,17.1,27.6,942.0666666666668,43.0,94.0,22.43847222222222,16.86,29.83,948.1388888888889,52.11,100.0,79.55034722222223,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,2,0,1,3,1,1,0,1,0,0,2,1,0,4,3,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-04,0.5,2.5,1.5956521739130436,6.0,31.0,14.11111111111111,18.4,26.4,18.1,25.4,939.8821428571428,66.0,95.0,21.07611111111111,18.12,27.34,946.5694444444445,65.97,100.0,89.30708333333332,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,1,0,0,3,0,1,0,1,0,1,1,1,1,3,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2005-11-05,0.6,1.7,1.1869565217391302,,,,16.8,30.0,17.1,29.4,938.6333333333332,46.0,98.0,23.737430555555555,16.78,30.6,944.4305555555555,54.43,100.0,78.83729166666666,0,0,0,2,4,1,0,2,1,0,0,2,1,0,0,0,1,1,2,1,2,1,1,1,3,4,0,2,5,2,1,2,1,0,2,3,3,2,7,5,0,2,2,0,1,3,0,1,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0
2005-11-06,0.5,1.7,0.9869565217391304,,,,17.8,31.8,18.4,30.3,938.9708333333332,40.0,88.0,24.569305555555555,17.76,32.88,944.4861111111111,36.49,96.0,74.02819444444444,0,0,2,1,3,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,1,5,0,3,3,1,0,1,0,0,2,1,1,2,6,5,1,0,1,0,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
2005-11-07,0.5,2.2,1.2956521739130438,,,,20.0,29.4,18.8,29.1,939.9307692307692,48.0,92.0,23.5325,19.05,30.53,945.6527777777778,52.19,99.2,80.42673611111111,0,0,2,2,0,1,1,2,0,0,1,2,0,0,0,0,0,0,2,1,2,1,0,0,3,2,0,4,1,3,0,3,0,0,0,3,3,0,5,5,0,0,3,0,0,2,0,0,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-11-08,0.3,2.4,1.3782608695652172,20.0,83.0,43.285714285714285,18.2,24.6,17.2,24.0,941.2333333333332,61.0,86.0,20.59,16.96,25.0,947.3402777777778,68.63,92.7,81.19381944444444,0,0,3,2,0,2,2,1,0,2,2,1,0,1,1,1,0,0,3,2,2,2,1,1,4,3,0,5,2,3,2,3,1,2,0,5,4,2,7,5,2,0,3,1,0,2,1,0,3,2,0,2,1,0,1,1,0,2,2,0,1,1,0,1,1,0,2,0,0,1,0,0,1,0,0
2005-11-09,0.2,2.3,1.2999999999999998,2.0,50.0,24.041666666666668,16.0,27.2,15.8,24.4,940.5541666666668,56.0,83.0,20.136666666666667,16.1,27.34,947.2847222222222,58.44,87.2,76.56743055555555,0,0,1,1,3,0,0,1,2,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,4,0,2,3,1,2,1,1,0,0,3,2,0,5,2,2,1,0,1,0,2,1,1,2,1,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-11-10,0.4,2.4,1.3956521739130436,2.0,39.0,24.45833333333333,16.6,24.0,15.4,22.4,940.0666666666668,60.0,81.0,18.938958333333332,15.37,24.33,947.4791666666666,66.78,85.7,78.55159722222223,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,2,0,2,4,2,0,0,0,0,1,2,0,1,6,6,0,0,4,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-11-11,0.4,2.2,1.2869565217391306,1.0,62.0,22.20833333333333,13.2,27.6,14.1,26.9,939.1375,35.0,82.0,20.150208333333335,13.83,28.17,946.1875,44.92,85.2,70.07743055555555,0,0,0,0,2,3,0,0,2,2,0,0,1,1,0,0,0,0,2,2,1,1,0,0,3,2,0,0,5,0,4,0,2,0,0,4,2,0,5,5,0,0,3,0,0,2,0,0,4,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-11-12,0.5,1.6,1.0695652173913046,3.0,48.0,22.625,16.0,28.4,16.8,27.7,937.8458333333332,38.0,86.0,21.850416666666668,16.04,29.37,944.4652777777778,45.33,95.7,73.11083333333333,0,0,1,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,2,2,0,3,1,2,0,2,0,1,0,2,2,1,4,4,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2005-11-13,0.6,1.4,0.8956521739130435,6.0,61.0,26.166666666666668,16.4,29.6,16.6,29.2,938.324,32.0,90.0,22.855555555555554,16.19,30.6,944.3402777777778,38.86,96.8,70.85319444444445,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,2,0,1,0,1,0,0,1,1,0,3,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-11-14,0.4,1.6,1.1130434782608696,6.0,64.0,28.125,17.2,31.0,16.8,30.0,937.4230769230768,34.0,93.0,24.07166666666667,17.05,32.09,943.0069444444445,35.23,96.9,68.05506944444444,0,0,1,1,2,2,0,1,2,1,0,0,1,1,0,0,0,0,2,2,1,1,0,0,3,3,0,2,4,1,3,0,2,0,0,4,2,0,6,6,0,0,3,0,0,3,0,0,4,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-11-15,0.5,1.4,0.8434782608695651,8.0,38.0,22.70833333333333,17.8,32.0,18.4,32.5,937.7125,31.0,90.0,24.87902777777778,17.93,33.38,942.8541666666666,37.44,95.2,67.91722222222222,0,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,5,4,0,0,9,0,2,0,0,0,1,2,0,1,9,9,0,0,5,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2005-11-16,0.5,2.2,1.560869565217391,13.0,53.0,29.33333333333333,20.0,33.4,19.7,33.1,936.475,29.0,83.0,26.08548611111111,19.73,34.34,941.0694444444445,37.3,89.1,65.63895833333333,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1,2,0,1,0,0,1,0,1,0,1,3,0,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-11-17,0.5,2.8,1.4260869565217391,14.0,90.0,33.833333333333336,20.4,30.4,20.4,30.1,935.116,47.0,96.0,23.51833333333333,20.06,30.97,940.4791666666666,58.21,100.0,83.9992361111111,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,2,2,0,2,2,1,1,1,1,0,1,2,2,1,4,3,1,0,2,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2005-11-18,0.6,2.2,1.3913043478260867,8.0,41.0,25.375,18.8,30.2,19.6,29.0,934.975,56.0,95.0,23.976527777777775,18.61,29.94,940.6388888888889,62.19,100.0,85.05937499999999,0,0,0,3,1,3,0,3,1,2,0,3,0,1,0,0,0,0,5,1,4,0,0,0,6,1,0,3,4,3,3,3,1,0,0,6,4,0,7,5,2,0,4,2,0,1,0,0,5,1,0,4,1,0,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-19,0.7,2.1,1.382608695652174,11.0,37.0,19.875,20.2,27.4,20.3,27.0,935.6961538461538,59.0,97.0,23.528333333333332,20.11,27.6,941.1666666666666,73.7,100.0,88.96319444444445,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2005-11-20,0.7,1.6,1.1130434782608696,10.0,31.0,17.833333333333332,20.4,27.0,18.1,26.2,938.3833333333332,50.0,97.0,22.671319444444446,17.15,27.51,944.3263888888889,60.71,100.0,82.561875,0,0,0,2,4,1,0,2,1,0,0,2,1,0,0,0,0,0,2,1,2,1,0,0,3,4,0,2,5,2,1,2,1,0,0,3,3,0,7,6,1,0,2,1,0,4,0,0,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-11-21,0.3,2.4,1.3739130434782607,7.0,93.0,31.08333333333333,16.2,30.2,15.6,29.4,938.0,29.0,87.0,22.751458333333332,15.86,30.93,943.9652777777778,38.28,93.8,71.02041666666668,0,0,1,1,0,3,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,4,1,0,2,3,1,1,1,1,0,0,2,2,0,5,5,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-11-22,0.4,1.9,1.3260869565217388,17.0,53.0,29.20833333333333,17.6,32.2,17.1,31.0,935.3916666666668,35.0,91.0,24.80326388888889,17.58,32.78,940.5069444444445,34.99,95.7,71.173125,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,3,2,0,2,3,1,0,1,0,0,2,1,1,2,5,5,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2005-11-23,0.5,2.3,1.4869565217391305,14.0,54.0,28.625,20.2,30.6,20.3,30.5,934.908,49.0,86.0,24.355277777777776,20.08,32.5,940.2361111111111,53.35,96.1,77.95972222222223,0,0,0,1,5,1,0,1,1,1,0,1,1,0,0,0,2,0,2,1,1,1,0,2,2,5,0,1,6,1,2,1,1,0,2,3,2,2,7,5,1,1,2,0,0,3,1,1,3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2005-11-24,0.5,2.1,1.3478260869565215,12.0,38.0,26.08333333333333,19.4,30.0,19.4,29.0,935.1115384615384,59.0,95.0,24.111180555555556,19.41,30.95,940.625,62.37,100.0,87.07159722222222,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,7,0,1,0,0,0,0,1,0,0,7,5,2,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
